Rk,player_name,nation,position_1,position_2,Squad,Age,Born,matches_played,starts,minutes_played,90s_played,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,expected_non_pen_goals,expected_assists,expected_non_pen_goal_contributions,progressive_carries,progressive_passes,progressive_passes_received
672,Mark Sykes,IRL,MF,DF,Bristol City,26.0,1997.0,27,21,1707,19.0,3,4,7,3,0,0,5,0,1.3,1.3,3.6,4.8,58,57,145
673,Sammie Szmodics,IRL,MF,,Blackburn,28.0,1995.0,1,0,26,0.3,1,1,2,1,0,0,0,0,0.1,0.1,0.7,0.8,1,1,0
674,Kornél Szűcs,HUN,DF,,Plymouth Argyle,22.0,2001.0,36,31,2839,31.5,0,1,1,0,0,0,6,0,0.6,0.6,0.5,1.1,9,66,10
675,Elias Sørensen,DEN,FW,MF,Portsmouth,24.0,1999.0,12,4,322,3.6,1,0,1,1,0,1,0,0,1.5,0.8,0.0,0.8,0,3,16
676,Jakob Sørensen,DEN,MF,DF,Norwich City,26.0,1998.0,27,14,1327,14.7,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,13,69,12
677,Maksym Talovierov,UKR,DF,,Plymouth Argyle,24.0,2000.0,11,10,934,10.4,1,1,2,1,0,0,3,0,0.2,0.2,0.2,0.4,1,23,2
678,Ao Tanaka,JPN,MF,,Leeds United,25.0,1998.0,43,37,3314,36.8,5,2,7,5,0,0,8,0,3.6,3.6,2.6,6.2,38,259,43
679,Japhet Tanganga,ENG,DF,,Millwall,25.0,1999.0,40,40,3552,39.5,2,0,2,2,0,0,6,0,2.5,2.5,0.6,3.1,15,83,14
680,George Tanner,ENG,DF,,Bristol City,24.0,1999.0,32,23,2002,22.2,2,0,2,2,0,0,2,0,0.6,0.6,1.2,1.7,23,93,47
681,Ollie Tanner,ENG,FW,MF,Cardiff City,22.0,2002.0,29,15,1387,15.4,2,2,4,2,0,0,1,0,3.0,3.0,1.3,4.3,51,41,105
682,Fabio Tavares,ENG,FW,,Coventry City,23.0,2001.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
683,Joseph Taylor,WAL,FW,MF,Luton Town,21.0,2002.0,13,0,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,0,10
684,Junior Tchamadeu,CMR,DF,,Stoke City,20.0,2003.0,41,35,3136,34.8,1,2,3,1,0,0,10,0,1.7,1.7,3.0,4.7,57,100,101
685,Hidde ter Avest,NED,DF,,Oxford United,27.0,1997.0,21,10,997,11.1,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,8,30,30
686,Emre Tezgel,ENG,FW,MF,Stoke City,18.0,2005.0,12,2,298,3.3,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,2,7,16
687,Bobby Thomas,ENG,DF,,Coventry City,23.0,2001.0,38,37,3334,37.0,5,0,5,5,0,0,4,0,4.5,4.5,0.7,5.3,21,132,9
688,Joshua Thomas,WAL,MF,,Swansea City,21.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
689,Brandon Thomas-Asante,GHA,FW,,Coventry City,25.0,1998.0,36,14,1449,16.1,4,3,7,4,0,0,3,0,5.3,5.3,1.7,7.0,32,22,79
690,Jordan Thompson,NIR,MF,DF,Stoke City,27.0,1997.0,23,13,1353,15.0,0,1,1,0,0,0,7,0,0.3,0.3,0.3,0.6,10,59,14
691,Liam Thompson,ENG,MF,,Derby County,22.0,2002.0,28,18,1610,17.9,0,0,0,0,0,0,6,0,0.4,0.4,0.9,1.3,21,39,43
692,Jordan Thorniley,ENG,DF,,Oxford United,27.0,1996.0,2,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0
693,Muhamed Tijani,NGA,FW,MF,Plymouth Argyle,24.0,2000.0,13,4,448,5.0,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,3,5,9
694,Nathan Tjoe-A-On,IDN,DF,,Swansea City,22.0,2001.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1
695,Victor Torp,DEN,MF,,Coventry City,25.0,1999.0,36,25,2107,23.4,6,4,10,5,1,2,2,0,5.0,3.4,4.8,8.3,21,103,86
696,Balázs Tóth,HUN,GK,,Blackburn,26.0,1997.0,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
697,Ryley Towler,ENG,DF,,Portsmouth,23.0,2001.0,12,10,936,10.4,1,0,1,1,0,0,3,0,0.1,0.1,0.0,0.1,3,30,1
698,Andros Townsend,ENG,MF,,Luton Town,33.0,1991.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1
699,James Trafford,ENG,GK,,Burnley,21.0,2002.0,45,45,4050,45.0,0,0,0,0,0,0,7,0,0.0,0.0,0.1,0.1,0,2,0
700,Mark Travers,IRL,GK,,Middlesbrough,25.0,1999.0,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
701,Lewis Travis,ENG,MF,,Blackburn,26.0,1997.0,38,37,3216,35.7,2,1,3,2,0,0,11,0,0.8,0.8,1.9,2.7,37,172,38
702,Nectarios Triantis,AUS,FW,,Sunderland,21.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
703,Sondre Tronstad,NOR,MF,,Blackburn,28.0,1995.0,38,36,3130,34.8,2,0,2,2,0,0,5,0,0.8,0.8,1.6,2.4,21,165,18
704,Auston Trusty,USA,DF,,Sheffield Utd,25.0,1998.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0
705,David Turnbull,SCO,MF,,Cardiff City,25.0,1999.0,19,10,826,9.2,1,0,1,1,0,1,2,0,1.4,0.4,0.8,1.3,7,69,16
706,Scott Twine,ENG,FW,MF,Bristol City,25.0,1999.0,35,26,2119,23.5,5,3,8,5,0,0,6,0,6.2,6.2,4.6,10.7,29,88,85
707,Igor Tyjon,ENG,FW,,Blackburn,16.0,2008.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
708,Josh Tymon,ENG,DF,,Swansea City,25.0,1999.0,45,44,3940,43.8,2,7,9,2,0,1,7,0,2.8,2.0,10.0,12.1,137,172,225
709,Ike Ugbo,CAN,FW,,Sheffield Weds,25.0,1998.0,34,15,1278,14.2,0,0,0,0,0,1,1,0,4.1,3.3,1.4,4.7,4,19,49
710,Pol Valentín,ESP,DF,MF,Sheffield Weds,27.0,1997.0,34,13,1527,17.0,1,0,1,1,0,0,4,0,0.9,0.9,2.5,3.3,65,37,101
711,Yan Valery,TUN,DF,MF,Sheffield Weds,25.0,1999.0,39,38,3154,35.0,3,4,7,3,0,0,7,0,1.5,1.5,4.4,5.8,61,88,129
712,Jonathan Varane,MTQ,MF,,QPR,22.0,2001.0,39,29,2598,28.9,0,2,2,0,0,0,8,1,1.0,1.0,0.8,1.8,20,83,12
713,Rocco Vata,IRL,FW,MF,Watford,19.0,2005.0,33,15,1536,17.1,3,4,7,3,0,0,0,0,2.8,2.8,1.9,4.8,47,31,89
714,Harry Vaughan,IRL,FW,,Hull City,20.0,2004.0,3,1,103,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,2,9
715,Will Vaulks,WAL,MF,,Oxford United,30.0,1993.0,44,38,3339,37.1,1,2,3,1,0,0,4,0,1.0,1.0,2.3,3.3,9,142,20
716,Josh Vickers,ENG,GK,,Derby County,28.0,1995.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
717,André Vidigal,ANG,MF,FW,Stoke City,25.0,1998.0,10,0,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,1,10
718,Lawrence Vigouroux,CHI,GK,,Swansea City,30.0,1993.0,46,46,4140,46.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
719,Žan Vipotnik,SVN,FW,,Swansea City,22.0,2002.0,42,24,2087,23.2,7,0,7,6,1,1,1,0,9.8,9.1,0.8,9.9,7,10,64
720,Vitinho,BRA,MF,FW,Burnley,25.0,1999.0,3,3,235,2.6,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,5,6,9
721,Zak Vyner,KEN,DF,,Bristol City,27.0,1997.0,46,46,4140,46.0,1,0,1,1,0,0,3,0,2.9,2.9,0.7,3.6,20,196,34
722,Thomas Waddingham,AUS,FW,,Portsmouth,19.0,2005.0,5,1,103,1.1,1,0,1,1,0,0,1,0,1.0,1.0,0.1,1.1,0,0,3
723,Ben Waine,NZL,FW,,Plymouth Argyle,23.0,2001.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
724,Jed Wallace,ENG,FW,MF,West Brom,30.0,1994.0,29,6,809,9.0,1,1,2,1,0,0,2,0,1.2,1.2,1.7,2.9,28,30,51
725,Murray Wallace,SCO,DF,,Millwall,31.0,1993.0,11,8,733,8.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,17,0
726,Joe Walsh,ENG,GK,,QPR,22.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
727,Liam Walsh,ENG,MF,,Luton Town,26.0,1997.0,26,18,1411,15.7,0,1,1,0,0,0,3,3,1.0,1.0,2.0,3.0,11,82,17
728,Reuell Walters,ENG,DF,,Luton Town,19.0,2004.0,14,11,979,10.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,36,26
729,Joe Ward,ENG,DF,,Derby County,28.0,1995.0,7,2,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,2,5
730,Duncan Watmore,ENG,FW,MF,Millwall,30.0,1994.0,26,19,1578,17.5,5,1,6,5,0,0,0,0,3.6,3.6,2.5,6.0,35,36,99
731,Tom Watson,ENG,FW,MF,Sunderland,18.0,2006.0,20,11,891,9.9,2,0,2,2,0,0,2,0,1.9,1.9,0.9,2.8,50,27,90
732,Wout Weghorst,NED,FW,,Burnley,31.0,1992.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
733,Andreas Weimann,AUT,FW,MF,Blackburn,32.0,1991.0,30,15,1411,15.7,7,2,9,7,0,0,2,0,7.2,7.2,1.9,9.1,18,51,61
734,Nahki Wells,BER,FW,,Bristol City,34.0,1990.0,39,26,2052,22.8,10,4,14,9,1,1,3,0,8.9,8.1,2.2,10.3,30,45,184
735,Jack Whatmough,ENG,DF,,Preston,27.0,1996.0,16,12,1118,12.4,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1.1,2,26,3
736,Lennon Wheeldon,ENG,FW,,Derby County,17.0,2006.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
737,Ben Whiteman,ENG,MF,,Preston,28.0,1996.0,35,27,2495,27.7,0,2,2,0,0,0,12,0,1.5,1.5,2.0,3.5,6,125,13
738,Morgan Whittaker,ENG,FW,MF,Plymouth Argyle,23.0,2001.0,20,20,1747,19.4,3,1,4,3,0,0,3,0,2.1,2.1,1.2,3.3,32,49,116
739,Morgan Whittaker,ENG,MF,FW,Middlesbrough,23.0,2001.0,16,11,990,11.0,0,1,1,0,0,0,0,0,1.7,1.7,1.9,3.6,33,35,81
740,Harry Whitwell,ENG,FW,,West Brom,18.0,2005.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
741,Jacob Widell Zetterström,SWE,GK,,Derby County,26.0,1998.0,40,40,3600,40.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
742,Joe Wildsmith,ENG,GK,,West Brom,28.0,1995.0,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
743,Caleb Wiley,USA,DF,MF,Watford,19.0,2004.0,10,8,722,8.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.7,20,25,40
744,Joe Williams,ENG,MF,,Bristol City,27.0,1996.0,24,18,1417,15.7,0,4,4,0,0,0,6,1,0.5,0.5,2.4,2.9,19,115,27
745,Jordan Williams,ENG,DF,,Portsmouth,24.0,1999.0,20,15,1265,14.1,0,0,0,0,0,0,6,0,0.0,0.0,0.2,0.2,20,35,29
746,Chris Willock,ENG,FW,,Cardiff City,26.0,1998.0,32,17,1548,17.2,2,2,4,2,0,0,0,0,1.4,1.4,1.9,3.3,68,47,131
747,Ben Wilmot,ENG,DF,,Stoke City,24.0,1999.0,39,36,3242,36.0,3,0,3,3,0,0,9,0,1.8,1.8,1.0,2.8,19,111,16
748,Ben Wilson,ENG,GK,,Coventry City,31.0,1992.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
749,Kane Wilson,ENG,DF,,Derby County,24.0,2000.0,33,26,2430,27.0,2,1,3,2,0,0,0,0,2.0,2.0,2.9,5.0,117,70,115
750,Josh Wilson-Esbrand,ENG,DF,FW,Stoke City,21.0,2002.0,6,4,269,3.0,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,6,9,13
751,Josh Windass,ENG,MF,FW,Sheffield Weds,30.0,1994.0,44,38,3222,35.8,13,5,18,12,1,2,8,0,15.1,13.5,4.7,18.1,73,143,175
752,Ryan Wintle,ENG,MF,,Millwall,27.0,1997.0,22,3,513,5.7,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.6,1,18,10
753,Maximilian Wöber,AUT,DF,,Leeds United,26.0,1998.0,8,2,335,3.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,6,17,34
754,Freddie Woodman,ENG,GK,,Preston,27.0,1997.0,37,37,3329,37.0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,1,0
755,Cauley Woodrow,ENG,MF,FW,Blackburn,29.0,1994.0,9,2,222,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,3,5,16
756,Cauley Woodrow,ENG,MF,FW,Luton Town,29.0,1994.0,15,1,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,7,8,17
757,Joe Worrall,ENG,DF,,Burnley,27.0,1997.0,9,3,285,3.2,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,0,15,1
758,Callum Wright,ENG,MF,FW,Plymouth Argyle,24.0,2000.0,35,14,1462,16.2,1,0,1,1,0,0,0,1,1.7,1.7,0.6,2.3,35,31,77
759,Haji Wright,USA,FW,,Coventry City,26.0,1998.0,27,21,1947,21.6,12,1,13,11,1,1,1,0,11.2,10.4,2.8,13.1,77,26,137
760,Jacob Wright,ENG,MF,,Norwich City,18.0,2005.0,15,10,888,9.9,0,4,4,0,0,0,2,0,0.3,0.3,1.5,1.8,4,60,10
761,Jerry Yates,ENG,FW,,Derby County,27.0,1996.0,42,40,3419,38.0,10,4,14,9,1,1,1,0,11.5,10.7,2.1,12.8,26,54,144
762,Kusini Yengi,AUS,FW,MF,Portsmouth,25.0,1999.0,14,4,538,6.0,0,0,0,0,0,0,2,0,0.5,0.5,1.0,1.5,5,2,29
763,Óscar Zambrano,ECU,MF,,Hull City,20.0,2004.0,8,5,390,4.3,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.8,1,13,5
764,Anass Zaroury,MAR,FW,MF,Burnley,23.0,2000.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,2
765,Stefán Þórðarson,ISL,MF,,Preston,25.0,1998.0,39,29,2503,27.8,3,2,5,3,0,0,6,0,2.8,2.8,2.8,5.5,37,100,59
